,Component1,Component2,Target
252,24.340229,98.60835,normal
253,-39.946854,72.752075,normal
254,23.42086,47.161713,normal
255,47.485535,28.921234,normal
256,-56.45431,100.44319,normal
257,99.09107,33.945377,normal
258,59.635403,-7.3772297,normal
259,-0.32814974,65.09609,normal
260,37.851315,49.52023,normal
261,-11.811504,75.21075,normal
262,45.614117,63.348854,normal
263,61.33565,49.466103,normal
264,115.056816,-2.9071112,normal
265,14.9496,62.616833,normal
266,0.68005896,93.45556,normal
267,48.29083,50.796177,normal
268,45.567757,63.897972,normal
269,-40.14063,73.75422,normal
270,67.86356,5.0754848,normal
271,-8.313629,90.59757,normal
272,102.12498,27.800394,normal
273,38.092228,32.859905,normal
274,41.63878,15.366211,normal
275,95.062225,28.673655,normal
276,71.57403,27.46925,normal
277,67.386536,2.163394,normal
278,115.912994,-1.3810221,normal
279,-31.467293,85.47553,normal
280,9.632657,102.32078,normal
281,30.2023,94.10837,normal
282,74.45607,-8.874633,normal
283,11.94277,55.304344,normal
284,53.982407,-4.6752806,normal
285,-1.1622682,90.18542,normal
286,29.078835,102.81382,normal
287,11.873991,21.549688,normal
288,44.135056,72.531136,normal
289,71.889465,8.418207,normal
290,20.956568,97.036385,normal
291,56.163284,29.092155,normal
292,72.44619,33.70885,normal
293,45.4627,63.26906,normal
294,70.40322,70.45224,normal
295,17.29417,87.160416,normal
296,15.595517,82.1905,normal
297,61.52679,76.152626,normal
298,8.422664,89.110596,normal
299,114.496086,18.324047,normal
300,112.76696,-2.7728956,normal
301,45.27949,69.60682,normal
302,19.95714,23.856955,normal
303,-8.144072,111.27663,normal
304,14.347625,100.20208,normal
305,117.85816,18.294674,normal
306,-15.574744,72.3441,normal
307,30.632969,21.835928,normal
308,55.919685,92.64392,normal
309,9.755511,97.63348,normal
310,24.435759,60.09513,normal
311,36.650177,20.714535,normal
312,25.247911,84.31191,normal
313,16.456423,106.66978,normal
314,56.082005,90.417625,normal
315,94.50284,-4.498344,normal
316,-30.956589,84.534966,normal
317,78.535614,39.787865,normal
318,-8.591451,109.986626,normal
319,62.82234,-4.241332,normal
320,-7.4215937,71.740036,normal
321,47.69026,48.63022,normal
322,97.58091,22.74738,normal
323,17.368277,54.660675,normal
324,31.630814,12.0629015,normal
325,-0.3852368,36.441505,normal
326,17.292946,87.167786,normal
327,88.11134,27.273,normal
328,43.792435,43.322548,normal
329,19.762554,80.63491,normal
330,75.8338,7.4695015,normal
331,16.025652,88.87544,normal
332,60.843323,50.716156,normal
333,11.314449,23.000309,normal
334,75.568985,16.692896,normal
335,-29.329662,80.13309,normal
336,-50.218582,76.41462,normal
337,0.3479475,68.38597,normal
338,-15.327094,73.324425,normal
339,-41.446804,71.27242,normal
340,109.02327,-3.060397,normal
341,66.323555,-0.21413584,normal
342,75.20889,5.1555524,normal
343,31.607655,99.570625,normal
344,75.111176,-7.052352,normal
345,-55.22059,94.01152,normal
346,21.427975,51.894627,normal
347,83.80094,54.400852,normal
348,63.312653,3.7114913,normal
349,65.11406,7.018604,normal
350,85.50051,35.237957,normal
351,-53.153873,94.4464,normal
352,31.364737,34.570446,normal
353,94.94641,-2.330084,normal
354,112.6176,-3.1594384,normal
355,27.398306,97.23705,normal
356,56.413662,89.35807,normal
357,59.116066,12.457588,normal
358,22.723343,94.24578,normal
359,58.031708,84.41599,normal
360,-32.570984,80.84442,normal
361,32.557686,9.046515,normal
362,82.32155,4.2115746,normal
363,61.098557,49.838,normal
364,-10.399872,106.69337,normal
365,48.434113,51.217007,normal
366,68.94685,-9.639913,normal
367,77.93797,40.18866,normal
368,-23.73795,113.18625,normal
369,82.43389,70.23564,normal
370,-9.105735,73.07629,normal
371,-22.691238,113.449646,normal
372,59.879036,-1.3079246,normal
373,24.627583,92.86853,normal
374,19.97351,51.635307,normal
375,57.631382,2.198902,normal
376,-41.01374,70.63577,normal
377,75.501,71.04457,normal
378,21.964394,51.617676,normal
379,18.94604,46.997757,normal
380,31.40452,34.39249,normal
381,-52.42611,95.35414,normal
382,44.39266,70.787155,normal
383,43.731037,12.072322,normal
384,-8.106631,111.485916,normal
385,22.945911,98.22837,normal
386,-35.15956,70.93761,normal
387,9.777944,99.24587,normal
388,1.6577725,37.465267,normal
389,62.341885,51.670494,normal
390,73.463646,33.73364,normal
391,19.078108,40.01242,normal
392,-37.17647,103.04943,normal
393,60.785686,-2.7210188,normal
394,-4.3159857,93.8332,normal
395,-37.39928,102.831825,normal
396,80.133125,70.72589,normal
397,-19.985296,71.389565,normal
398,0.9534458,91.41719,normal
399,82.38857,53.755825,normal
400,19.572226,96.593834,normal
401,81.35398,53.184628,normal
402,6.981193,86.912224,normal
403,33.163662,37.11279,normal
404,57.250153,25.743929,normal
405,-32.052147,84.06425,normal
406,36.494987,50.044914,normal
407,-19.46895,74.81571,normal
408,58.42807,12.579285,normal
409,95.796036,-4.1608276,normal
410,98.59757,-0.26731163,normal
411,78.17036,-1.8453548,normal
412,55.653175,53.908085,normal
413,72.57713,33.705086,normal
414,57.67575,27.890207,normal
415,11.120315,95.05234,normal
416,-32.407368,74.34631,normal
417,27.017122,23.449877,normal
418,12.633288,17.215256,normal
419,42.663242,13.2816,normal
420,-40.055733,79.315636,normal
421,6.2600527,100.17809,normal
422,32.350998,10.186631,normal
423,76.91051,74.13427,normal
424,58.97864,52.357613,normal
425,-52.71282,95.034615,normal
426,56.062943,91.284134,normal
427,17.277325,51.346157,normal
428,64.14214,3.7023869,normal
429,21.187006,80.93096,normal
430,59.211536,-8.205839,normal
431,74.35861,0.52617884,normal
432,-38.652596,81.02205,normal
433,-8.664693,71.575645,normal
434,33.144436,20.009594,normal
435,15.98386,44.685516,normal
436,61.423557,12.277231,normal
437,87.88518,18.3749,normal
438,12.155788,57.044456,normal
439,12.317431,21.733337,normal
440,37.168518,10.942003,normal
441,23.64348,49.707573,normal
442,77.16496,-5.285238,normal
443,9.734049,97.60917,normal
444,41.70564,34.35769,normal
445,-25.11472,118.97848,normal
446,117.347984,18.273266,normal
447,-43.072376,76.15216,normal
448,-34.589348,84.64979,normal
449,30.102308,97.16802,normal
450,77.91124,40.437977,normal
451,2.1821349,88.51191,normal
452,97.66514,27.848083,normal
453,14.6200285,25.331879,normal
454,1.8009077,65.32211,normal
455,59.184536,-8.2810545,normal
456,95.44656,0.88158023,normal
457,45.280697,65.97324,normal
458,41.638508,15.3244705,normal
459,-36.51542,102.050385,normal
460,87.87897,18.394022,normal
461,56.558567,-6.5633063,normal
462,36.77443,32.468246,normal
463,23.179535,88.17942,normal
464,71.29334,29.997953,normal
465,44.060566,33.820534,normal
466,77.54781,40.300518,normal
467,72.74834,8.444375,normal
468,-13.826437,101.31741,normal
469,-10.352536,70.56452,normal
470,86.72643,57.079727,normal
471,22.962103,41.02023,normal
472,61.034767,1.2640741,normal
473,-2.933086,64.119156,normal
474,-43.54256,80.00254,normal
475,67.228386,10.958492,normal
476,-35.876392,86.460075,normal
477,-42.92829,76.03737,normal
478,-34.08087,73.99138,normal
479,54.224705,-4.9115453,normal
480,11.523402,78.50263,normal
481,37.158974,50.040157,normal
482,-37.059624,85.344864,normal
483,-42.048172,73.218735,normal
484,51.80462,28.954895,normal
485,-0.008487049,85.33793,normal
486,22.830954,44.65515,normal
487,61.028896,-3.2572176,normal
488,23.209747,88.166695,normal
489,18.924145,25.644417,normal
490,28.006731,96.31507,normal
491,73.22456,30.125158,normal
492,42.854256,43.520977,normal
493,43.56356,64.83007,normal
494,69.76082,2.8087955,normal
495,-23.632107,113.19802,normal
496,85.88119,30.701681,normal
497,15.491306,107.15089,normal
498,16.205597,93.2148,normal
499,71.7071,29.679857,normal
500,17.847708,54.504272,normal
501,107.42213,1.2872719,normal
502,85.51242,32.07823,normal
503,76.64803,71.148766,normal
504,24.649973,42.27472,normal
505,63.443424,3.3502784,normal
506,23.495935,24.334019,normal
507,-30.935234,84.71328,normal
508,62.430504,87.14481,normal
509,-7.8532963,75.10315,normal
510,60.08939,5.037023,normal
511,30.226116,50.437817,normal
512,60.065445,7.0161815,normal
513,49.115906,30.384323,normal
514,41.047237,47.711384,normal
515,36.17032,31.505394,normal
516,14.69053,15.500175,normal
517,63.70874,76.7731,normal
518,56.754856,54.284573,normal
519,-8.177849,74.39867,normal
520,52.22125,29.236954,normal
521,43.59639,70.77179,normal
522,55.823288,52.660294,normal
523,20.032051,25.01818,normal
524,-8.750416,109.65057,normal
525,54.842155,-2.481102,normal
526,37.117294,20.539444,normal
527,9.109281,86.99962,normal
528,54.76314,58.407967,normal
529,64.68677,-4.996915,normal
530,115.98761,-1.1350664,normal
531,0.47591934,96.55305,normal
532,-37.17647,103.04943,normal
533,11.628412,49.277832,normal
534,87.60178,19.358498,normal
535,115.34524,18.2438,normal
536,-40.849045,73.54604,normal
537,45.499683,72.56604,normal
538,54.6658,24.937195,normal
539,72.71961,7.496916,normal
540,-41.83072,82.0974,normal
541,53.997932,57.394768,normal
542,59.897892,74.49181,normal
543,12.599232,46.654552,normal
544,-35.82526,71.870705,normal
545,43.55002,75.349846,normal
546,41.19669,73.63391,normal
547,-35.805294,85.79212,normal
548,55.502,28.485294,normal
549,107.895546,1.8659136,normal
550,55.91388,50.192135,normal
551,-40.478565,73.4159,normal
552,61.855537,89.85022,normal
553,10.935567,79.62852,normal
554,59.83306,48.656364,normal
555,33.647873,13.936799,normal
556,80.625244,71.019005,normal
557,116.266945,18.200186,normal
558,78.719406,-2.0461636,normal
559,38.602165,36.104076,normal
560,56.422943,3.2415302,normal
561,42.94075,65.37336,normal
562,101.09727,27.143875,normal
563,12.663056,18.189953,normal
564,14.045525,39.816536,normal
565,86.284035,56.57472,normal
566,1.0224696,69.35939,normal
567,86.24149,29.964191,normal
568,41.6822,10.509736,normal
569,17.098333,38.576904,normal
570,14.846486,22.440964,normal
571,-37.880314,79.16455,normal
572,55.831512,53.545223,normal
573,22.656872,29.551052,normal
574,98.611435,32.82604,normal
575,59.911427,51.58777,normal
576,32.90879,36.585526,normal
577,37.061127,32.32241,normal
578,-19.00199,72.51929,normal
579,39.28692,66.91612,normal
580,9.7797365,99.24799,normal
581,55.217823,-0.8614593,normal
582,43.30817,14.824531,normal
583,66.72524,10.392289,normal
584,100.431755,22.650204,normal
585,21.363083,57.943283,normal
586,37.95658,30.055721,normal
587,22.521296,82.6781,normal
588,74.59537,-8.05331,normal
589,41.613285,30.532898,normal
590,44.576134,69.42653,normal
591,-18.261106,74.350174,normal
592,-33.154884,98.91466,normal
593,38.913357,49.308815,normal
594,-18.205133,74.16158,normal
595,11.4020195,104.03399,normal
596,10.816561,20.196938,normal
597,23.884327,55.982655,normal
598,15.594533,82.189926,normal
599,12.887652,57.635,normal
600,19.899582,82.414955,normal
601,63.276848,-1.9262232,normal
602,37.90273,9.5910845,normal
603,71.70186,-8.065188,normal
604,20.88939,84.62023,normal
605,24.14607,42.06098,normal
606,-24.005636,119.13934,normal
607,88.67228,26.810223,normal
608,37.95366,70.28403,normal
609,57.70271,2.6130536,normal
610,75.86198,27.395628,normal
611,44.74034,32.12481,normal
612,14.928454,62.994534,normal
613,-41.428684,84.79858,normal
614,62.434277,87.15206,normal
615,60.798244,50.807663,normal
616,64.13224,-5.2277327,normal
617,37.523117,67.805664,normal
618,5.983832,101.72869,normal
619,62.206314,50.893764,normal
620,67.31222,3.0603173,normal
621,33.637955,31.603441,normal
622,59.77944,50.912483,normal
623,114.51599,20.571,normal
624,-0.20248714,93.51586,normal
625,115.51326,-0.95194834,normal
626,52.71569,33.88644,normal
627,62.877365,50.43035,normal
628,48.7872,31.13643,normal
629,85.39458,33.878036,normal
630,-50.218582,76.41462,normal
631,71.62726,6.942623,normal
632,17.584335,54.5721,normal
633,-8.222677,110.98163,normal
634,-39.634624,70.30336,normal
635,0.20615198,37.923615,normal
636,30.367586,12.500058,normal
637,20.713375,102.00389,normal
638,36.287464,11.450699,normal
639,-34.03694,81.821526,normal
640,-52.937656,94.82017,normal
641,71.49827,-5.653892,normal
642,44.315956,72.821014,normal
643,-35.803646,79.52774,normal
644,115.8314,20.71293,normal
645,84.91555,55.03806,normal
646,98.43139,33.22395,normal
647,61.721684,52.06817,normal
648,57.067444,86.20339,normal
649,75.67942,27.245768,normal
650,87.481094,27.984516,normal
651,78.06557,40.287487,normal
652,-33.14246,98.93513,normal
653,55.878944,92.34379,normal
654,3.1209695,90.39663,normal
655,56.080948,89.472755,normal
656,-37.17647,103.04943,normal
657,62.355408,51.08756,normal
658,57.59419,30.320986,normal
659,10.936422,79.62786,normal
660,-0.6251427,35.32653,normal
661,-38.051804,83.124725,normal
662,54.10886,53.613064,normal
663,-27.1931,113.91068,normal
664,113.24024,1.7424289,normal
665,8.557276,81.93394,normal
666,0.08842929,85.7886,normal
667,35.813896,7.232882,normal
668,1.787259,65.21221,normal
669,23.406359,59.567707,normal
670,18.969019,26.277143,normal
671,100.379364,33.450733,normal
672,37.134613,20.610722,normal
673,0.5204649,62.298138,normal
674,23.958286,27.831516,normal
675,74.61037,32.229355,normal
676,-40.19064,70.85329,normal
677,55.006413,25.620932,normal
678,11.358407,104.00751,normal
679,36.45665,49.982674,normal
680,36.99732,67.45748,normal
681,14.111322,50.780064,normal
682,81.41969,70.68167,normal
683,60.993706,75.866844,normal
684,55.287865,91.81633,normal
685,62.451206,73.685356,normal
686,19.318542,83.06958,normal
687,24.08705,27.598263,normal
688,57.451668,3.9656744,normal
689,-28.621933,82.95911,normal
690,82.00502,70.84951,normal
691,-19.985165,71.378105,normal
692,59.49746,10.434318,normal
693,78.457924,39.823627,normal
694,30.696852,11.155005,normal
695,30.167383,50.32925,normal
696,110.631096,-0.30503404,normal
697,11.359842,104.00822,normal
698,59.722633,51.22388,normal
699,48.097946,33.844883,normal
700,22.162212,57.455406,normal
701,-1.2041894,61.775276,normal
702,82.244064,-8.714031,normal
703,80.0225,1.8392162,normal
704,68.038826,2.6299412,normal
705,13.513373,45.80664,normal
706,23.545292,100.71608,normal
707,87.65676,19.17213,normal
708,98.75603,32.793724,normal
709,42.033867,50.788334,normal
710,-36.514988,102.050224,normal
711,37.240772,33.0533,normal
712,56.471886,86.2797,normal
713,30.491318,94.59251,normal
714,15.815723,44.598206,normal
715,62.108124,89.0935,normal
716,16.354898,106.58672,normal
717,15.935891,19.923698,normal
718,40.53814,66.29446,normal
719,14.989461,63.102837,normal
720,63.146584,4.3354464,normal
721,112.2387,0.7286352,normal
722,40.98136,47.791676,normal
723,23.332857,21.3956,normal
724,77.964775,-0.95864385,normal
725,28.243774,95.691315,normal
726,58.665653,-0.5501773,normal
727,41.994102,50.79361,normal
728,31.63921,11.771944,normal
729,43.139614,64.720436,normal
730,33.175537,8.958119,normal
731,38.58337,71.28447,normal
732,23.401806,46.88081,normal
733,13.49065,91.124985,normal
734,-43.649567,81.561584,normal
735,55.793396,91.17629,normal
736,97.166695,22.531864,normal
737,25.06629,102.88986,normal
738,61.27144,-4.895188,normal
739,87.23597,20.850876,normal
740,53.66415,55.4934,normal
741,63.85471,-4.323264,normal
742,18.677826,26.260796,normal
743,69.44469,2.7299497,normal
744,33.243904,13.308896,normal
745,-31.693563,84.84049,normal
746,-9.724234,107.85444,normal
747,21.200747,94.29724,normal
748,41.889385,50.06014,normal
749,35.769764,30.61454,normal
750,-53.617897,93.81775,normal
751,5.999464,101.720314,normal
752,39.78848,60.557076,normal
753,20.685303,89.57188,normal
754,77.69287,7.687047,normal
755,-3.2806902,97.85255,normal
756,78.64147,-1.9204178,normal
757,41.953747,10.461336,normal
758,42.411606,30.117893,normal
759,-8.932586,109.25958,normal
760,9.050789,84.86471,normal
761,60.176594,30.192837,normal
762,56.345097,54.565437,normal
763,-19.882584,70.53655,normal
764,54.019035,57.398617,normal
765,50.05078,30.782715,normal
766,57.35899,2.0259829,normal
767,22.611427,43.622746,normal
768,76.26598,57.840492,normal
769,22.604721,22.262743,normal
770,-14.353187,73.72709,normal
771,56.271587,27.321878,normal
772,80.54428,38.32862,normal
773,11.654264,42.474575,normal
774,39.89866,35.739887,normal
775,46.929375,64.93159,normal
776,75.830765,58.086803,normal
777,76.78729,74.182724,normal
778,98.892624,-1.1242839,normal
779,116.343895,20.562555,normal
780,77.891174,-0.8493301,normal
781,53.09163,56.134926,normal
782,57.64057,85.23687,normal
783,-6.3791084,94.47584,normal
784,73.95557,33.98037,normal
785,19.897148,82.41851,normal
786,53.822475,58.199574,normal
787,8.559625,81.93702,normal
788,35.83673,10.520842,normal
789,53.33587,25.397802,normal
790,33.082516,35.637474,normal
791,0.076679185,85.7297,normal
792,12.612859,19.57117,normal
793,-30.560549,79.28475,normal
794,22.644257,43.143654,normal
795,42.61271,33.819798,normal
796,22.945993,98.22659,normal
797,40.549286,35.91315,normal
798,55.09344,-3.739618,normal
799,56.264107,89.36676,normal
800,112.11659,-1.1876749,normal
801,61.65635,49.80513,normal
802,15.742251,14.95354,normal
803,16.074877,50.97529,normal
804,20.183868,80.52216,normal
805,15.583687,21.705873,normal
806,11.534704,46.821293,normal
807,54.478523,58.25209,normal
808,102.566475,27.546442,normal
809,50.342113,27.101118,normal
810,37.88463,71.801834,normal
811,61.301056,-2.968349,normal
812,112.31415,-2.1187515,normal
813,113.24297,18.664686,normal
814,75.03701,2.4767132,normal
815,-13.212692,102.357254,normal
816,22.323507,29.213444,normal
817,56.526825,53.927303,normal
818,86.14077,30.168203,normal
819,27.995003,96.21126,normal
820,94.98145,-0.8347641,normal
821,5.9993653,101.71812,normal
822,45.78832,27.351954,normal
823,73.621506,1.0909657,normal
824,112.01086,-0.9020406,normal
825,99.673294,27.446312,normal
826,37.716507,73.44335,normal
827,-56.16999,99.92844,normal
828,11.292552,47.078014,normal
829,39.12366,69.93955,normal
830,79.28186,71.133934,normal
831,-6.2809734,94.44758,normal
832,66.68775,1.6848423,normal
833,-17.863901,72.18653,normal
834,14.423105,22.895332,normal
835,-26.24531,113.316635,normal
836,87.00507,57.039177,normal
837,9.034347,84.88391,normal
838,14.781782,25.442446,normal
839,17.401623,92.63498,normal
840,36.305466,69.84138,normal
841,18.291012,46.76588,normal
842,-36.246414,71.84571,normal
843,16.306421,101.68864,normal
844,43.750015,64.39386,normal
845,111.58728,-2.0379837,normal
846,0.43567243,38.48766,normal
847,20.714357,85.2441,normal
848,90.26034,68.74427,normal
849,24.358257,100.19474,normal
850,78.657845,3.5601046,normal
851,-9.049719,109.058624,normal
852,15.592616,82.18548,normal
853,43.959614,64.20115,normal
854,0.20096064,40.93621,normal
855,31.761106,99.12837,normal
856,18.696424,24.390478,normal
857,11.404099,104.034164,normal
858,-8.2806015,112.27591,normal
859,-51.91315,76.392975,normal
860,27.91564,57.45495,normal
861,77.19604,-5.2013607,normal
862,18.161732,23.21094,normal
863,93.92456,-1.5742804,normal
864,57.06825,53.641987,normal
865,-19.62163,73.564865,normal
866,114.499435,16.535755,normal
867,-38.411407,86.30715,normal
868,17.55777,54.183582,normal
869,21.960787,57.08028,normal
870,54.08978,57.92922,normal
871,9.645331,102.30753,normal
872,-25.226036,118.92474,normal
873,22.519955,82.67669,normal
874,57.906406,84.74335,normal
875,45.51352,64.95541,normal
876,-13.787007,101.39982,normal
877,59.920673,6.014932,normal
878,74.705696,-9.273193,normal
879,19.895807,82.424576,normal
880,23.680777,85.354904,normal
881,55.79976,91.00537,normal
882,77.10318,40.861485,normal
883,14.348438,100.201195,normal
884,31.98823,11.754941,normal
885,29.044432,55.40042,normal
886,23.668474,53.134636,normal
887,75.613335,0.40822095,normal
888,86.32291,70.71133,normal
889,93.98207,-2.05826,normal
890,65.526955,6.807114,normal
891,24.34533,26.699856,normal
892,37.00484,35.952507,normal
893,-7.441432,74.40495,normal
894,74.06976,4.251928,normal
895,-15.498469,72.489784,normal
896,95.5705,28.112408,normal
897,100.03769,33.614166,normal
898,96.07309,-0.22310008,normal
899,16.56111,103.0909,normal
900,114.62255,-4.712498,normal
901,-33.856064,84.666916,normal
902,28.887167,55.317726,normal
903,97.29823,23.52718,normal
904,21.053333,40.3751,normal
905,56.552586,1.0857638,normal
