,Component1,Component2,Target
76,0.0,0.0,normal
77,0.0,0.0,normal
78,0.0,0.0,normal
79,0.0,0.0,normal
80,0.0,0.0,normal
81,0.0,0.0,normal
82,0.0,0.0,normal
83,0.0,0.0,normal
84,0.0,0.0,normal
85,0.0,0.0,normal
86,0.0,0.0,normal
87,0.0,0.0,normal
88,0.0,0.0,normal
89,0.0,0.0,normal
90,0.0,0.0,normal
91,0.0,0.0,normal
92,0.0,0.0,normal
93,0.0,0.0,normal
94,0.0,0.0,normal
95,0.0,0.0,normal
96,0.0,0.0,normal
97,0.0,0.0,normal
98,0.0,0.0,normal
99,0.0,0.0,normal
100,0.0,0.0,normal
101,0.0,0.0,normal
102,0.0,0.0,normal
103,0.0,0.0,normal
104,0.0,0.0,normal
105,0.0,0.0,normal
106,0.0,0.0,normal
107,0.0,0.0,normal
108,0.0,0.0,normal
109,0.0,0.0,normal
110,0.0,0.0,normal
111,0.0,0.0,normal
112,0.0,0.0,normal
113,0.0,0.0,normal
114,0.0,0.0,normal
115,0.0,0.0,normal
116,0.0,0.0,normal
117,0.0,0.0,normal
118,0.0,0.0,normal
119,0.0,0.0,normal
120,0.0,0.0,normal
121,0.0,0.0,normal
122,0.0,0.0,normal
123,0.0,0.0,normal
124,0.0,0.0,normal
125,0.0,0.0,normal
126,0.0,0.0,normal
127,0.0,0.0,normal
128,0.0,0.0,normal
129,0.0,0.0,normal
130,0.0,0.0,normal
131,0.0,0.0,normal
132,0.0,0.0,normal
133,0.0,0.0,normal
134,0.0,0.0,normal
135,0.0,0.0,normal
136,0.0,0.0,normal
137,0.0,0.0,normal
138,0.0,0.0,normal
139,0.0,0.0,normal
140,0.0,0.0,normal
141,0.0,0.0,normal
142,0.0,0.0,normal
143,0.0,0.0,normal
144,0.0,0.0,normal
145,0.0,0.0,normal
146,0.0,0.0,normal
147,0.0,0.0,normal
148,0.0,0.0,normal
149,0.0,0.0,normal
150,0.0,0.0,normal
151,0.0,0.0,normal
152,0.0,0.0,normal
153,0.0,0.0,normal
154,0.0,0.0,normal
155,0.0,0.0,normal
156,0.0,0.0,normal
157,0.0,0.0,normal
158,0.0,0.0,normal
159,0.0,0.0,normal
160,0.0,0.0,normal
161,0.0,0.0,normal
162,0.0,0.0,normal
163,0.0,0.0,normal
164,0.0,0.0,normal
165,0.0,0.0,normal
166,0.0,0.0,normal
167,0.0,0.0,normal
168,0.0,0.0,normal
169,0.0,0.0,normal
170,0.0,0.0,normal
171,0.0,0.0,normal
172,0.0,0.0,normal
173,0.0,0.0,normal
174,0.0,0.0,normal
175,0.0,0.0,normal
176,0.0,0.0,normal
177,0.0,0.0,normal
178,0.0,0.0,normal
179,0.0,0.0,normal
180,0.0,0.0,normal
181,0.0,0.0,normal
182,0.0,0.0,normal
183,0.0,0.0,normal
184,0.0,0.0,normal
185,0.0,0.0,normal
186,0.0,0.0,normal
187,0.0,0.0,normal
188,0.0,0.0,normal
189,0.0,0.0,normal
190,0.0,0.0,normal
191,0.0,0.0,normal
192,0.0,0.0,normal
193,0.0,0.0,normal
194,0.0,0.0,normal
195,0.0,0.0,normal
196,0.0,0.0,normal
197,0.0,0.0,normal
198,0.0,0.0,normal
199,0.0,0.0,normal
200,0.0,0.0,normal
201,0.0,0.0,normal
202,0.0,0.0,normal
203,0.0,0.0,normal
204,0.0,0.0,normal
205,0.0,0.0,normal
206,0.0,0.0,normal
207,0.0,0.0,normal
208,0.0,0.0,normal
209,0.0,0.0,normal
210,0.0,0.0,normal
211,0.0,0.0,normal
212,0.0,0.0,normal
213,0.0,0.0,normal
214,0.0,0.0,normal
215,0.0,0.0,normal
216,0.0,0.0,normal
217,0.0,0.0,normal
218,0.0,0.0,normal
219,0.0,0.0,normal
220,0.0,0.0,normal
221,0.0,0.0,normal
222,0.0,0.0,normal
223,0.0,0.0,normal
224,0.0,0.0,normal
225,0.0,0.0,normal
226,0.0,0.0,normal
227,0.0,0.0,normal
228,0.0,0.0,normal
229,0.0,0.0,normal
230,0.0,0.0,normal
231,0.0,0.0,normal
232,0.0,0.0,normal
233,0.0,0.0,normal
234,0.0,0.0,normal
235,0.0,0.0,normal
236,0.0,0.0,normal
237,0.0,0.0,normal
238,0.0,0.0,normal
239,0.0,0.0,normal
240,0.0,0.0,normal
241,0.0,0.0,normal
242,0.0,0.0,normal
243,0.0,0.0,normal
244,0.0,0.0,normal
245,0.0,0.0,normal
246,0.0,0.0,normal
247,0.0,0.0,normal
248,0.0,0.0,normal
249,0.0,0.0,normal
250,0.0,0.0,normal
251,0.0,0.0,normal
252,0.0,0.0,normal
253,0.0,0.0,normal
254,0.0,0.0,normal
255,0.0,0.0,normal
256,0.0,0.0,normal
257,0.0,0.0,normal
258,0.0,0.0,normal
259,0.0,0.0,normal
260,0.0,0.0,normal
261,0.0,0.0,normal
262,0.0,0.0,normal
263,0.0,0.0,normal
264,0.0,0.0,normal
265,0.0,0.0,normal
266,0.0,0.0,normal
267,0.0,0.0,normal
268,0.0,0.0,normal
269,0.0,0.0,normal
270,0.0,0.0,normal
271,0.0,0.0,normal
272,0.0,0.0,normal
273,0.0,0.0,normal
274,0.0,0.0,normal
275,0.0,0.0,normal
276,0.0,0.0,normal
277,0.0,0.0,normal
278,0.0,0.0,normal
279,0.0,0.0,normal
280,0.0,0.0,normal
281,0.0,0.0,normal
282,0.0,0.0,normal
283,0.0,0.0,normal
284,0.0,0.0,normal
285,0.0,0.0,normal
286,0.0,0.0,normal
287,0.0,0.0,normal
288,0.0,0.0,normal
289,0.0,0.0,normal
290,0.0,0.0,normal
291,0.0,0.0,normal
292,0.0,0.0,normal
293,0.0,0.0,normal
294,0.0,0.0,normal
295,0.0,0.0,normal
296,0.0,0.0,normal
297,0.0,0.0,normal
298,0.0,0.0,normal
299,0.0,0.0,normal
300,0.0,0.0,normal
301,0.0,0.0,normal
302,0.0,0.0,normal
303,0.0,0.0,normal
304,0.0,0.0,normal
305,0.0,0.0,normal
306,0.0,0.0,normal
307,0.0,0.0,normal
308,0.0,0.0,normal
309,0.0,0.0,normal
310,0.0,0.0,normal
311,0.0,0.0,normal
312,0.0,0.0,normal
313,0.0,0.0,normal
314,0.0,0.0,normal
315,0.0,0.0,normal
316,0.0,0.0,normal
317,0.0,0.0,normal
318,0.0,0.0,normal
319,0.0,0.0,normal
320,0.0,0.0,normal
321,0.0,0.0,normal
322,0.0,0.0,normal
323,0.0,0.0,normal
324,0.0,0.0,normal
325,0.0,0.0,normal
326,0.0,0.0,normal
327,0.0,0.0,normal
328,0.0,0.0,normal
329,0.0,0.0,normal
330,0.0,0.0,normal
331,0.0,0.0,normal
332,0.0,0.0,normal
333,0.0,0.0,normal
334,0.0,0.0,normal
335,0.0,0.0,normal
336,0.0,0.0,normal
337,0.0,0.0,normal
338,0.0,0.0,normal
339,0.0,0.0,normal
340,0.0,0.0,normal
341,0.0,0.0,normal
342,0.0,0.0,normal
343,0.0,0.0,normal
344,0.0,0.0,normal
345,0.0,0.0,normal
346,0.0,0.0,normal
347,0.0,0.0,normal
348,0.0,0.0,normal
349,0.0,0.0,normal
350,0.0,0.0,normal
351,0.0,0.0,normal
352,0.0,0.0,normal
353,0.0,0.0,normal
354,0.0,0.0,normal
355,0.0,0.0,normal
356,0.0,0.0,normal
357,0.0,0.0,normal
358,0.0,0.0,normal
359,0.0,0.0,normal
360,0.0,0.0,normal
361,0.0,0.0,normal
362,0.0,0.0,normal
363,0.0,0.0,normal
364,0.0,0.0,normal
365,0.0,0.0,normal
366,0.0,0.0,normal
367,0.0,0.0,normal
368,0.0,0.0,normal
369,0.0,0.0,normal
370,0.0,0.0,normal
371,0.0,0.0,normal
372,0.0,0.0,normal
373,0.0,0.0,normal
374,0.0,0.0,normal
375,0.0,0.0,normal
376,0.0,0.0,normal
377,0.0,0.0,normal
378,0.0,0.0,normal
379,0.0,0.0,normal
380,0.0,0.0,normal
381,0.0,0.0,normal
382,0.0,0.0,normal
383,0.0,0.0,normal
384,0.0,0.0,normal
385,0.0,0.0,normal
386,0.0,0.0,normal
387,0.0,0.0,normal
388,0.0,0.0,normal
389,0.0,0.0,normal
390,0.0,0.0,normal
391,0.0,0.0,normal
392,0.0,0.0,normal
393,0.0,0.0,normal
394,0.0,0.0,normal
395,0.0,0.0,normal
396,0.0,0.0,normal
397,0.0,0.0,normal
398,0.0,0.0,normal
399,0.0,0.0,normal
400,0.0,0.0,normal
401,0.0,0.0,normal
402,0.0,0.0,normal
403,0.0,0.0,normal
404,0.0,0.0,normal
405,0.0,0.0,normal
406,0.0,0.0,normal
407,0.0,0.0,normal
408,0.0,0.0,normal
409,0.0,0.0,normal
410,0.0,0.0,normal
411,0.0,0.0,normal
412,0.0,0.0,normal
413,0.0,0.0,normal
414,0.0,0.0,normal
415,0.0,0.0,normal
416,0.0,0.0,normal
417,0.0,0.0,normal
418,0.0,0.0,normal
419,0.0,0.0,normal
420,0.0,0.0,normal
421,0.0,0.0,normal
422,0.0,0.0,normal
423,0.0,0.0,normal
424,0.0,0.0,normal
425,0.0,0.0,normal
426,0.0,0.0,normal
427,0.0,0.0,normal
428,0.0,0.0,normal
429,0.0,0.0,normal
430,0.0,0.0,normal
431,0.0,0.0,normal
432,0.0,0.0,normal
433,0.0,0.0,normal
434,0.0,0.0,normal
435,0.0,0.0,normal
436,0.0,0.0,normal
437,0.0,0.0,normal
438,0.0,0.0,normal
439,0.0,0.0,normal
440,0.0,0.0,normal
441,0.0,0.0,normal
442,0.0,0.0,normal
443,0.0,0.0,normal
444,0.0,0.0,normal
445,0.0,0.0,normal
446,0.0,0.0,normal
447,0.0,0.0,normal
448,0.0,0.0,normal
449,0.0,0.0,normal
450,0.0,0.0,normal
451,0.0,0.0,normal
452,0.0,0.0,normal
453,0.0,0.0,normal
454,0.0,0.0,normal
455,0.0,0.0,normal
456,0.0,0.0,normal
457,0.0,0.0,normal
458,0.0,0.0,normal
459,0.0,0.0,normal
460,0.0,0.0,normal
461,0.0,0.0,normal
462,0.0,0.0,normal
463,0.0,0.0,normal
464,0.0,0.0,normal
465,0.0,0.0,normal
466,0.0,0.0,normal
467,0.0,0.0,normal
468,0.0,0.0,normal
469,0.0,0.0,normal
470,0.0,0.0,normal
471,0.0,0.0,normal
472,0.0,0.0,normal
473,0.0,0.0,normal
474,0.0,0.0,normal
475,0.0,0.0,normal
476,0.0,0.0,normal
477,0.0,0.0,normal
478,0.0,0.0,normal
479,0.0,0.0,normal
480,0.0,0.0,normal
481,0.0,0.0,normal
482,0.0,0.0,normal
483,0.0,0.0,normal
484,0.0,0.0,normal
485,0.0,0.0,normal
486,0.0,0.0,normal
487,0.0,0.0,normal
488,0.0,0.0,normal
489,0.0,0.0,normal
490,0.0,0.0,normal
491,0.0,0.0,normal
492,0.0,0.0,normal
493,0.0,0.0,normal
494,0.0,0.0,normal
495,0.0,0.0,normal
496,0.0,0.0,normal
497,0.0,0.0,normal
498,0.0,0.0,normal
499,0.0,0.0,normal
500,0.0,0.0,normal
501,0.0,0.0,normal
502,0.0,0.0,normal
503,0.0,0.0,normal
504,0.0,0.0,normal
505,0.0,0.0,normal
506,0.0,0.0,normal
507,0.0,0.0,normal
508,0.0,0.0,normal
509,0.0,0.0,normal
510,0.0,0.0,normal
511,0.0,0.0,normal
512,0.0,0.0,normal
513,0.0,0.0,normal
514,0.0,0.0,normal
515,0.0,0.0,normal
516,0.0,0.0,normal
517,0.0,0.0,normal
518,0.0,0.0,normal
519,0.0,0.0,normal
520,0.0,0.0,normal
521,0.0,0.0,normal
522,0.0,0.0,normal
523,0.0,0.0,normal
524,0.0,0.0,normal
525,0.0,0.0,normal
526,0.0,0.0,normal
527,0.0,0.0,normal
528,0.0,0.0,normal
529,0.0,0.0,normal
530,0.0,0.0,normal
531,0.0,0.0,normal
532,0.0,0.0,normal
533,0.0,0.0,normal
534,0.0,0.0,normal
535,0.0,0.0,normal
536,0.0,0.0,normal
537,0.0,0.0,normal
538,0.0,0.0,normal
539,0.0,0.0,normal
540,0.0,0.0,normal
541,0.0,0.0,normal
542,0.0,0.0,normal
543,0.0,0.0,normal
544,0.0,0.0,normal
545,0.0,0.0,normal
546,0.0,0.0,normal
547,0.0,0.0,normal
548,0.0,0.0,normal
549,0.0,0.0,normal
550,0.0,0.0,normal
551,0.0,0.0,normal
552,0.0,0.0,normal
553,0.0,0.0,normal
554,0.0,0.0,normal
555,0.0,0.0,normal
556,0.0,0.0,normal
557,0.0,0.0,normal
558,0.0,0.0,normal
559,0.0,0.0,normal
560,0.0,0.0,normal
561,0.0,0.0,normal
562,0.0,0.0,normal
563,0.0,0.0,normal
564,0.0,0.0,normal
565,0.0,0.0,normal
566,0.0,0.0,normal
567,0.0,0.0,normal
568,0.0,0.0,normal
569,0.0,0.0,normal
570,0.0,0.0,normal
571,0.0,0.0,normal
572,0.0,0.0,normal
573,0.0,0.0,normal
574,0.0,0.0,normal
575,0.0,0.0,normal
576,0.0,0.0,normal
577,0.0,0.0,normal
578,0.0,0.0,normal
579,0.0,0.0,normal
580,0.0,0.0,normal
581,0.0,0.0,normal
582,0.0,0.0,normal
583,0.0,0.0,normal
584,0.0,0.0,normal
585,0.0,0.0,normal
586,0.0,0.0,normal
587,0.0,0.0,normal
588,0.0,0.0,normal
589,0.0,0.0,normal
590,0.0,0.0,normal
591,0.0,0.0,normal
592,0.0,0.0,normal
593,0.0,0.0,normal
594,0.0,0.0,normal
595,0.0,0.0,normal
596,0.0,0.0,normal
597,0.0,0.0,normal
598,0.0,0.0,normal
599,0.0,0.0,normal
600,0.0,0.0,normal
601,0.0,0.0,normal
602,0.0,0.0,normal
603,0.0,0.0,normal
604,0.0,0.0,normal
605,0.0,0.0,normal
606,0.0,0.0,normal
607,0.0,0.0,normal
608,0.0,0.0,normal
609,0.0,0.0,normal
610,0.0,0.0,normal
611,0.0,0.0,normal
612,0.0,0.0,normal
613,0.0,0.0,normal
614,0.0,0.0,normal
615,0.0,0.0,normal
616,0.0,0.0,normal
617,0.0,0.0,normal
618,0.0,0.0,normal
619,0.0,0.0,normal
620,0.0,0.0,normal
621,0.0,0.0,normal
622,0.0,0.0,normal
623,0.0,0.0,normal
624,0.0,0.0,normal
625,0.0,0.0,normal
626,0.0,0.0,normal
627,0.0,0.0,normal
628,0.0,0.0,normal
629,0.0,0.0,normal
630,0.0,0.0,normal
631,0.0,0.0,normal
632,0.0,0.0,normal
633,0.0,0.0,normal
634,0.0,0.0,normal
635,0.0,0.0,normal
636,0.0,0.0,normal
637,0.0,0.0,normal
638,0.0,0.0,normal
639,0.0,0.0,normal
640,0.0,0.0,normal
641,0.0,0.0,normal
642,0.0,0.0,normal
643,0.0,0.0,normal
644,0.0,0.0,normal
645,0.0,0.0,normal
646,0.0,0.0,normal
647,0.0,0.0,normal
648,0.0,0.0,normal
649,0.0,0.0,normal
650,0.0,0.0,normal
651,0.0,0.0,normal
652,0.0,0.0,normal
653,0.0,0.0,normal
654,0.0,0.0,normal
655,0.0,0.0,normal
656,0.0,0.0,normal
657,0.0,0.0,normal
658,0.0,0.0,normal
659,0.0,0.0,normal
660,0.0,0.0,normal
661,0.0,0.0,normal
662,0.0,0.0,normal
663,0.0,0.0,normal
664,0.0,0.0,normal
665,0.0,0.0,normal
666,0.0,0.0,normal
667,0.0,0.0,normal
668,0.0,0.0,normal
669,0.0,0.0,normal
670,0.0,0.0,normal
671,0.0,0.0,normal
672,0.0,0.0,normal
673,0.0,0.0,normal
674,0.0,0.0,normal
675,0.0,0.0,normal
676,0.0,0.0,normal
677,0.0,0.0,normal
678,0.0,0.0,normal
679,0.0,0.0,normal
680,0.0,0.0,normal
681,0.0,0.0,normal
682,0.0,0.0,normal
683,0.0,0.0,normal
684,0.0,0.0,normal
685,0.0,0.0,normal
686,0.0,0.0,normal
687,0.0,0.0,normal
688,0.0,0.0,normal
689,0.0,0.0,normal
690,0.0,0.0,normal
691,0.0,0.0,normal
692,0.0,0.0,normal
693,0.0,0.0,normal
694,0.0,0.0,normal
695,0.0,0.0,normal
696,0.0,0.0,normal
697,0.0,0.0,normal
698,0.0,0.0,normal
699,0.0,0.0,normal
700,0.0,0.0,normal
701,0.0,0.0,normal
702,0.0,0.0,normal
703,0.0,0.0,normal
704,0.0,0.0,normal
705,0.0,0.0,normal
706,0.0,0.0,normal
707,0.0,0.0,normal
708,0.0,0.0,normal
709,0.0,0.0,normal
710,0.0,0.0,normal
711,0.0,0.0,normal
712,0.0,0.0,normal
713,0.0,0.0,normal
714,0.0,0.0,normal
715,0.0,0.0,normal
716,0.0,0.0,normal
717,0.0,0.0,normal
718,0.0,0.0,normal
719,0.0,0.0,normal
720,0.0,0.0,normal
721,0.0,0.0,normal
722,0.0,0.0,normal
723,0.0,0.0,normal
724,0.0,0.0,normal
725,0.0,0.0,normal
726,0.0,0.0,normal
727,0.0,0.0,normal
728,0.0,0.0,normal
729,0.0,0.0,normal
730,0.0,0.0,normal
731,0.0,0.0,normal
732,0.0,0.0,normal
733,0.0,0.0,normal
734,0.0,0.0,normal
735,0.0,0.0,normal
736,0.0,0.0,normal
737,0.0,0.0,normal
738,0.0,0.0,normal
739,0.0,0.0,normal
740,0.0,0.0,normal
741,0.0,0.0,normal
742,0.0,0.0,normal
743,0.0,0.0,normal
744,0.0,0.0,normal
745,0.0,0.0,normal
746,0.0,0.0,normal
747,0.0,0.0,normal
748,0.0,0.0,normal
749,0.0,0.0,normal
750,0.0,0.0,normal
751,0.0,0.0,normal
752,0.0,0.0,normal
753,0.0,0.0,normal
754,0.0,0.0,normal
755,0.0,0.0,normal
756,0.0,0.0,normal
757,0.0,0.0,normal
758,0.0,0.0,normal
759,0.0,0.0,normal
760,0.0,0.0,normal
761,0.0,0.0,normal
762,0.0,0.0,normal
763,0.0,0.0,normal
764,0.0,0.0,normal
765,0.0,0.0,normal
766,0.0,0.0,normal
767,0.0,0.0,normal
768,0.0,0.0,normal
769,0.0,0.0,normal
770,0.0,0.0,normal
771,0.0,0.0,normal
772,0.0,0.0,normal
773,0.0,0.0,normal
774,0.0,0.0,normal
775,0.0,0.0,normal
776,0.0,0.0,normal
777,0.0,0.0,normal
778,0.0,0.0,normal
779,0.0,0.0,normal
780,0.0,0.0,normal
781,0.0,0.0,normal
782,0.0,0.0,normal
783,0.0,0.0,normal
784,0.0,0.0,normal
785,0.0,0.0,normal
786,0.0,0.0,normal
787,0.0,0.0,normal
788,0.0,0.0,normal
789,0.0,0.0,normal
790,0.0,0.0,normal
791,0.0,0.0,normal
792,0.0,0.0,normal
793,0.0,0.0,normal
794,0.0,0.0,normal
795,0.0,0.0,normal
796,0.0,0.0,normal
797,0.0,0.0,normal
798,0.0,0.0,normal
799,0.0,0.0,normal
800,0.0,0.0,normal
801,0.0,0.0,normal
802,0.0,0.0,normal
803,0.0,0.0,normal
804,0.0,0.0,normal
805,0.0,0.0,normal
806,0.0,0.0,normal
807,0.0,0.0,normal
808,0.0,0.0,normal
809,0.0,0.0,normal
810,0.0,0.0,normal
811,0.0,0.0,normal
812,0.0,0.0,normal
813,0.0,0.0,normal
814,0.0,0.0,normal
815,0.0,0.0,normal
816,0.0,0.0,normal
817,0.0,0.0,normal
818,0.0,0.0,normal
819,0.0,0.0,normal
820,0.0,0.0,normal
821,0.0,0.0,normal
822,0.0,0.0,normal
823,0.0,0.0,normal
824,0.0,0.0,normal
825,0.0,0.0,normal
826,0.0,0.0,normal
827,0.0,0.0,normal
828,0.0,0.0,normal
829,0.0,0.0,normal
830,0.0,0.0,normal
831,0.0,0.0,normal
832,0.0,0.0,normal
833,0.0,0.0,normal
834,0.0,0.0,normal
835,0.0,0.0,normal
836,0.0,0.0,normal
837,0.0,0.0,normal
838,0.0,0.0,normal
839,0.0,0.0,normal
840,0.0,0.0,normal
841,0.0,0.0,normal
842,0.0,0.0,normal
843,0.0,0.0,normal
844,0.0,0.0,normal
845,0.0,0.0,normal
846,0.0,0.0,normal
847,0.0,0.0,normal
848,0.0,0.0,normal
849,0.0,0.0,normal
850,0.0,0.0,normal
851,0.0,0.0,normal
852,0.0,0.0,normal
853,0.0,0.0,normal
854,0.0,0.0,normal
855,0.0,0.0,normal
856,0.0,0.0,normal
857,0.0,0.0,normal
858,0.0,0.0,normal
859,0.0,0.0,normal
860,0.0,0.0,normal
861,0.0,0.0,normal
862,0.0,0.0,normal
863,0.0,0.0,normal
864,0.0,0.0,normal
865,0.0,0.0,normal
866,0.0,0.0,normal
867,0.0,0.0,normal
868,0.0,0.0,normal
869,0.0,0.0,normal
870,0.0,0.0,normal
871,0.0,0.0,normal
872,0.0,0.0,normal
873,0.0,0.0,normal
874,0.0,0.0,normal
875,0.0,0.0,normal
876,0.0,0.0,normal
877,0.0,0.0,normal
878,0.0,0.0,normal
879,0.0,0.0,normal
880,0.0,0.0,normal
881,0.0,0.0,normal
882,0.0,0.0,normal
883,0.0,0.0,normal
884,0.0,0.0,normal
885,0.0,0.0,normal
886,0.0,0.0,normal
887,0.0,0.0,normal
888,0.0,0.0,normal
889,0.0,0.0,normal
890,0.0,0.0,normal
891,0.0,0.0,normal
892,0.0,0.0,normal
893,0.0,0.0,normal
894,0.0,0.0,normal
895,0.0,0.0,normal
896,0.0,0.0,normal
897,0.0,0.0,normal
898,0.0,0.0,normal
899,0.0,0.0,normal
900,0.0,0.0,normal
901,0.0,0.0,normal
902,0.0,0.0,normal
903,0.0,0.0,normal
904,0.0,0.0,normal
905,0.0,0.0,normal
906,0.0,0.0,normal
907,0.0,0.0,normal
908,0.0,0.0,normal
909,0.0,0.0,normal
910,0.0,0.0,normal
911,0.0,0.0,normal
912,0.0,0.0,normal
913,0.0,0.0,normal
914,0.0,0.0,normal
915,0.0,0.0,normal
916,0.0,0.0,normal
917,0.0,0.0,normal
918,0.0,0.0,normal
919,0.0,0.0,normal
920,0.0,0.0,normal
921,0.0,0.0,normal
922,0.0,0.0,normal
923,0.0,0.0,normal
924,0.0,0.0,normal
925,0.0,0.0,normal
926,0.0,0.0,normal
927,0.0,0.0,normal
928,0.0,0.0,normal
929,0.0,0.0,normal
930,0.0,0.0,normal
931,0.0,0.0,normal
932,0.0,0.0,normal
933,0.0,0.0,normal
934,0.0,0.0,normal
935,0.0,0.0,normal
936,0.0,0.0,normal
937,0.0,0.0,normal
938,0.0,0.0,normal
939,0.0,0.0,normal
940,0.0,0.0,normal
941,0.0,0.0,normal
942,0.0,0.0,normal
943,0.0,0.0,normal
944,0.0,0.0,normal
945,0.0,0.0,normal
946,0.0,0.0,normal
947,0.0,0.0,normal
948,0.0,0.0,normal
949,0.0,0.0,normal
950,0.0,0.0,normal
951,0.0,0.0,normal
952,0.0,0.0,normal
953,0.0,0.0,normal
954,0.0,0.0,normal
955,0.0,0.0,normal
956,0.0,0.0,normal
957,0.0,0.0,normal
958,0.0,0.0,normal
959,0.0,0.0,normal
960,0.0,0.0,normal
961,0.0,0.0,normal
962,0.0,0.0,normal
963,0.0,0.0,normal
964,0.0,0.0,normal
965,0.0,0.0,normal
966,0.0,0.0,normal
967,0.0,0.0,normal
968,0.0,0.0,normal
969,0.0,0.0,normal
970,0.0,0.0,normal
971,0.0,0.0,normal
972,0.0,0.0,normal
973,0.0,0.0,normal
974,0.0,0.0,normal
975,0.0,0.0,normal
976,0.0,0.0,normal
977,0.0,0.0,normal
978,0.0,0.0,normal
979,0.0,0.0,normal
980,0.0,0.0,normal
981,0.0,0.0,normal
982,0.0,0.0,normal
983,0.0,0.0,normal
984,0.0,0.0,normal
985,0.0,0.0,normal
986,0.0,0.0,normal
987,0.0,0.0,normal
988,0.0,0.0,normal
989,0.0,0.0,normal
990,0.0,0.0,normal
991,0.0,0.0,normal
992,0.0,0.0,normal
993,0.0,0.0,normal
994,0.0,0.0,normal
995,0.0,0.0,normal
996,0.0,0.0,normal
997,0.0,0.0,normal
998,0.0,0.0,normal
999,0.0,0.0,normal
1000,0.0,0.0,normal
1001,0.0,0.0,normal
1002,0.0,0.0,normal
1003,0.0,0.0,normal
1004,0.0,0.0,normal
1005,0.0,0.0,normal
1006,0.0,0.0,normal
1007,0.0,0.0,normal
1008,0.0,0.0,normal
1009,0.0,0.0,normal
1010,0.0,0.0,normal
1011,0.0,0.0,normal
1012,0.0,0.0,normal
1013,0.0,0.0,normal
1014,0.0,0.0,normal
1015,0.0,0.0,normal
1016,0.0,0.0,normal
1017,0.0,0.0,normal
1018,0.0,0.0,normal
1019,0.0,0.0,normal
1020,0.0,0.0,normal
1021,0.0,0.0,normal
1022,0.0,0.0,normal
1023,0.0,0.0,normal
1024,0.0,0.0,normal
1025,0.0,0.0,normal
1026,0.0,0.0,normal
1027,0.0,0.0,normal
1028,0.0,0.0,normal
1029,0.0,0.0,normal
1030,0.0,0.0,normal
1031,0.0,0.0,normal
1032,0.0,0.0,normal
1033,0.0,0.0,normal
1034,0.0,0.0,normal
1035,0.0,0.0,normal
1036,0.0,0.0,normal
1037,0.0,0.0,normal
1038,0.0,0.0,normal
1039,0.0,0.0,normal
1040,0.0,0.0,normal
1041,0.0,0.0,normal
1042,0.0,0.0,normal
1043,0.0,0.0,normal
1044,0.0,0.0,normal
1045,0.0,0.0,normal
1046,0.0,0.0,normal
1047,0.0,0.0,normal
1048,0.0,0.0,normal
1049,0.0,0.0,normal
1050,0.0,0.0,normal
1051,0.0,0.0,normal
1052,0.0,0.0,normal
1053,0.0,0.0,normal
1054,0.0,0.0,normal
1055,0.0,0.0,normal
1056,0.0,0.0,normal
1057,0.0,0.0,normal
1058,0.0,0.0,normal
1059,0.0,0.0,normal
1060,0.0,0.0,normal
1061,0.0,0.0,normal
1062,0.0,0.0,normal
1063,0.0,0.0,normal
1064,0.0,0.0,normal
1065,0.0,0.0,normal
1066,0.0,0.0,normal
1067,0.0,0.0,normal
1068,0.0,0.0,normal
